ticker,isin,shortname,fullname,industry,supersector,sector,subsector,listing_status,listing_date,trading_status,equity_type,equity_class,marketdata_currency,financial_currency,last_update,alsi_member,top40_member,irregular_flag
FDS,ZAE000002622,FEDSURE,Fedsure Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-04-26,,,
CRG,,CARGO,Cargo Carriers Ltd,Industrials,Industrial Goods & Services,Industrial Transportation,Trucking,CURRENT,,,,,,,2015-06-01,,,
CRD,,CENRAND,Central Rand Gold Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,CURRENT,,,,,,,2015-06-01,,,
CRK,0,CORNICK,Cornick Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-07-02,,,
CRH,ZAE000001772,COROHLD,Coronation Holdings Ltd,Financials,Financial Services,General Financial,Asset Managers,DELISTED,,,,,,,2003-08-12,,,
CRO,0,CROWN,Crown Consolidated Gold,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1998-09-11,,,
CRM,ZAE000008538,CERAMIC,Ceramic Industries,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,DELISTED,,,,,,,2012-11-26,,,
WNB,ZAE000008025,WINBEL,Winbel Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-10-05,,,
WNE,ZAE000027710,WINECORP,Winecorp Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-08-02,,,
WNH,,WINHOLD,Winhold Ltd,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,CURRENT,,,,,,,2015-06-01,,,
RAD,ZAE000015046,RAD,Real Africa Durolink Hld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-10-05,,,
RLS,0,,Rand Leases G M Co Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1995-07-14,,,
EFG,,EFFICIENT,Efficient Group Ltd,Financials,Financial Services,General Financial,Asset Managers,CURRENT,,,,,,,2015-06-01,,,
OPT,ZAE000144663,OPTIMUM,Optimum Coal Hldgs Ltd,Basic Materials,Basic Resources,Mining,Coal,DELISTED,,,,,,,2012-07-06,,,
OPR,,,The Osprey Gold Mine Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1993-10-22,,,
RNG,,RANGOLD,Randgold & Expl Co Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,CURRENT,,,,,,,2015-06-01,,,
RNS,ZAE000014536,RENAISAN,Renaisance Retail Grp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-09-28,,,
OPI,BMG6786C1038,OSIRIS,Osiris Properties Int Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,,,,
RNT,ZAE000012811,RENTSUR,Rentsure Holdings Ltd,Financials,Insurance,Life Insurance,Life Insurance,DELISTED,,,,,,,2007-06-05,,,
JGS,ZAE000018370,JIGSAW,Jigsaw Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-12-20,,,
OLG,,ONELOGIX,Onelogix Group Ltd,Industrials,Industrial Goods & Services,Industrial Transportation,Busines Support Services,CURRENT,,,,,,,2015-06-01,,,
OLI,ZAE000110730,O-LINE,O-Line Holdings Ltd,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,DELISTED,,,,,,,2012-07-02,,,
CIH,ZAE000018016,CIH,Central Information Hldg,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-28,,,
IEH,ZAE000019147,ITECH,Integrated Tech Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-29,,,
NVT,,,Norvest Properties Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-10-22,,,
IEM,,,Iem Products Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-12-14,,,
CIL,,CIL,Cons Infrastructure Grp,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,CURRENT,,,,,,,2015-06-01,,,
CDT,,,Creditvision Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-07-08,,,
PLD,ZAE000138970,PALCAP,Paladin Capital Ltd,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,2011-10-24,,,
CDR,ZAE000017802,CREDCOR,Credcor Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-07-06,,,
PSC,ZAE000023552,PASDEC,Pasdec Resources Sa Ltd,Industrials,Industrials Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,DELISTED,,,,,,,2007-01-19,,,
PLN,CA72765Y1097,PLATMIN,Platinum Ltd,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,DELISTED,,,,,,,2011-12-30,,,
PLL,,PLATFIELD,Platfields Limited,Basic Materials,Chemicals,Mining,Speciality Chemicals,Suspended,,SUSPENDED,,,,,2015-06-01,,,
CDZ,,CADIZ,Cadiz Hldgs Ltd,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
MRX.DEL,,,Metritex Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-10-18,,,
PPC,,PPC,Ppc Limited,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,CURRENT,,,,,,,2015-06-01,,,
MBN,ZAE000012274,MOBILE,Mobile Industries -N-,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,DELISTED,,,,,,,2007-03-09,,,
PPG,,,Property Grp Of Sa Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-08-17,,,
GAZ,0,GAZGOLD,Gazankulu Gold Hldgs,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1998-11-16,,,
PPE,,PURPLE,Purple Group Ltd,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
SOH,,S.OCEAN,South Ocean Holdings Ltd,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,CURRENT,,,,,,,2015-06-01,,,
PPN,0,,Pennypinchers Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-06-22,,,
SON,0,SOTHERN,Southern Life Assoc Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-05-22,,,
PPS,,,Pep Stores Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-07-13,,,
PPR,,PUTPROP,Putprop Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
GAM,,GLOBAL,Global Asset Mngment Ltd,Financials,Financial Services,General Financial,Speciality Finance,CURRENT,,,,,,,2015-06-01,,,
SOT,ZAE000016929,SOTTA,Sotta Securitisation Int,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-12-24,,,
SOV,,SOVFOOD,Sovereign Food Inv Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,CURRENT,,,,,,,2015-06-01,,,
MBT,ZAE000015996,MBTECH,Mb Technologies Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-10-31,,,
NVC,0,,Norvic Manufacturaing Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-08-02,,,
MTX,ZAE000022745,METOREX,Metorex Ltd,Basic Materials,Basic Resources,Industrial Metals,Nonferrous Metals,DELISTED,,,,,,,2012-01-16,,,
MTR,ZAE000016796,MTROPLS,Metrolopis Transact Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-10-26,,,
INLP,,INVESTEC-P,Investec Bank Ltd Pref,Unclassified,Financial Services,Unclassified,Investment Services,CURRENT,,,,,,,2015-06-01,,,
JCD,ZAE000039681,JCI,Jci Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2013-04-15,,,
JCG,ZAE000015467,JCIGOLD,Jci Gold Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2002-07-15,,,
MTN,,MTN GROUP,Mtn Group Ltd,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications,CURRENT,,,,,,,2015-06-01,,,
MTO,ZAE000037214,MATHOMO,Mathomo Group Ltd,Consumer Services,Retail,General Retailers,Apparel Retailers,DELISTED,,,,,,,2006-02-20,,,
MTL,ZAE000064721,MERCANTILE,Mercantile Bank Hldgs Ld,Financials,Banks,Banks,Banks,DELISTED,,,,,,,2012-05-21,,,
MTA,,METAIR,Metair Investments Ltd,Consumer Goods,Food & Beverages,Automobiles & Parts,Brewers,CURRENT,,,,,,,2015-06-01,,,
MTG,ZAE000167268,MUVONI,Muvoni Tech Group Ltd,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment,DELISTED,,,,,,,2013-07-29,,,
MTE,,,Marshall Monteagle Hd Sa,Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,DELISTED,,,,,,,2011-02-25,,,
ARR,,,Aurora Granite Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-09-28,,,
ART,,ARGENT,Argent Industrial Ltd,Industrials,Industrial Goods & Services,General Industrials,Diversified Industrials,CURRENT,,,,,,,2015-06-01,,,
ARX,0,ABRAXAS,Abraxas Investments Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-07-30,,,
ARB,,,Arban Group Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-05-25,,,
ARC,ZAE000022406,ARCAY,Arcay Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-02-10,,,
ARD,ZAE000165569,ARDOR,Ardor SA Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2014-03-28,,,
ARE,ZAE000014767,ARIES,Aries Investment Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-08-20,,,
ARH,,ARB,Arb Holdings Limited,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,CURRENT,,,,,,,2015-06-01,,,
ARI,,ARM,African Rainbow Min Ltd,Basic Materials,Basic Resources,Mining,Genral Mining,CURRENT,,,,,,,2015-06-01,,,
ARK,0,,Aimark Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-05-19,,,
ARL,,ASTRAL,Astral Foods Ltd,Consumer Goods,Food & Beverages,Food Producers,Farming & Fishing,CURRENT,,,,,,,2015-06-01,,,
ARM,,,Aroma Liquor Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-08,,,
ARN,,,Advsource Hldgs Ltd -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-05-12,,,
ARO,ZAE000000550,AMAPROP,Anglo American Prop Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-02-16,,,
TIW,ZAE000007407,TIWHEEL,Tiger Wheels Ltd,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Auto Parts,DELISTED,,,,,,,2009-04-17,,,
HNC,0,HUNTCOR,Huntcor Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-12-05,,,
TIM,0,,Time Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-05-19,,,
TIB,ZAE000007340,TIB,Tegniese & Ind Beleg Bpk,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-09-22,,,
KHO,ZAE000003869,KH-PROPS,Kirchmann Hurry Prop Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-07-11,,,
HAL,LU0216267913,HALOGEN,Halogen Hldgs Soc Anon,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2009-09-10,,,
BVT,,BIDVEST,Bidvest Ltd,Industrials,Industrial Goods & Services,General Industrials,Unclassified,CURRENT,,,,,,,2015-06-01,,,
AFP1,,,Cornick Group 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-07-02,,,
BVC,ZAE000001210,BEVCON,Beverage & Con Ind Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-29,,,
SQL,,,Sequel Computer Hldgs Lt,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-04-09,,,
SQE,,SQONE,Square One Solutions Grp,Technology,Technology,Software & Computer Services,Computer Services,Suspended,,SUSPENDED,,,,,2015-06-01,,,
ERV,0,,Eurevest Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-01-21,,,
KAN,0,,Kanhym Invest Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-07-13,,,
BATP,,,Brait Se Pref,Unclassified,Financial Services,Unclassified,Investment Services,CURRENT,,,,,,,2015-06-01,,,
ROM,0,ROMATEX,Romatex Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-06-24,,,
ROC,,ROCKCASTLE,Rockcastle Global Real E,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
OSI,ZAE000016739,OSI,Osi Holdings,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-08-18,,,
OSL,0,,Orange Free State Inv Ld,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1994-04-15,,,
BDM,,BUILDMX,Buildmax Ltd,Basic Materials,Basic Resources,Mining,Coal,CURRENT,,,,,,,2015-06-01,,,
BDS,ZAE000027447,BRIDGESTN,Bridgestn Firestn Maxipr,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-09-26,,,
VOD,,VODACOM,Vodacom Group Ltd,Telecommunications,Telecommunications,Mobile Telecommunications,Mobile Telecommunications,CURRENT,,,,,,,2015-06-01,,,
VOG,ZAE000007787,VOGELS,Vogelstruisbult Metal,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-03-05,,,
VOX,ZAE000097234,VOXTELCOM,Vox Telecom Ltd,Telecommunications,Telecommunications,Fixed Line Telecommunications,Fixed Line Telecommunications,DELISTED,,,,,,,2011-11-14,,,
COR.DEL,,,Corporate Africa Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-12-31,,,
IDW,0,INDNEWS,Independent Newspapers,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-06-09,,,
IDQ,,INDEQTY,Indequity Group Ltd,Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance,CURRENT,,,,,,,2015-06-01,,,
CNN,0,,Claude Neon Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-10-30,,,
IDI,ZAE000022513,IDION,Idion Technology Hldgs,Technology,Technology,Software & Computer Services,Software,DELISTED,,,,,,,2006-11-20,,,
FUS,ZAE000018214,FUSION,Fusion Capital Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-12-22,,,
PMV,,PRIMESERV,Primeserv Group Ltd,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,CURRENT,,,,,,,2015-06-01,,,
STAP,,,Stratcorp Ltd Conv Pref,Financials,Financial Services,General Financial,Investment Services,DELISTED,,,,,,,2001-11-19,,,
NTC.DEL,,,Ntc Ltd Ord Rcon,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-01-23,,,
PMG,ZAE000022620,PRIMEGRO,Primegro Properties Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-09-03,,,
PMA,ZAE000035119,PRIMEDIA,Primedia Ltd Pref,Consumer Services,Media,Media,Broadcasting & Entertainment,DELISTED,,,,,,,2007-09-28,,,
PML,ZAE000017307,PREM-GRP,Premier Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
PMM,ZAE000009254,PREMIUM,Premium Properties Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,SUSPENDED,,,,,2014-09-19,,,
CGS,ZAE000001384,CGSMITH,C.G.Smith Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-02-18,,,
CGR,,CALGRO,Calgro M3 Hldgs Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,CURRENT,,,,,,,2015-06-01,,,
CGU,ZAE000018206,CGU,Cgu Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-12-06,,,
CGW,0,CONSOL,Consol Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-01-30,,,
CUR,,,Currie Motors Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-02-16,,,
AITP,,,Angloam Invtrust 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-05-21,,,
FEQ,ZAE000022216,FESQUARED,Fe Squared Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-05-31,,,
CUL,,CULLINAN,Cullinan Holdings Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Travel Tourism,CURRENT,,,,,,,2015-06-01,,,
CUH,ZAE000115085,CREDITU,Credit U Holdings Ltd,Financials,Financial Services,General Financial,Consumer Finance,DELISTED,,,,,,,2008-12-18,,,
WIN,0,WINKELS,Winkelhaak Mines Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-11-15,,,
WIL,,WILDRNESS,Wilderness Holdings Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Travel Tourism,CURRENT,,,,,,,2015-06-01,,,
WIT,,,Witwatersrand Deep Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1990-12-14,,,
ABLP,,,African Bank Inv Ltd Pre,Unclassified,Financial Services,Unclassified,Consumer Finance,Suspended,,,,,,,2015-06-01,,,
CIB,0,,Cape Invest Bank Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-01-02,,,
KARP,,,Karos Hotels Ltd 12% Cp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-11-27,,,
MST,,MUSTEK,Mustek Ltd,Technology,Technology,Technology Hardware & Equipment,Computer Hardware,CURRENT,,,,,,,2015-06-01,,,
MSP,,MAS,Mas Real Estate Inc.,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
MSM,,MASSMART,Massmart Holdings Ltd,Consumer Services,Retail,General Retailers,Broadline Retailers,CURRENT,,,,,,,2015-06-01,,,
MSI,ZAE000004719,MSAULI,Msauli Asbes Bpk Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-03-18,,,
MSH,0,MSIHOLD,Marshalls Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-09-10,,,
MSA,ZAE000165411,MSHOLDING,M&S Holdings Ltd,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,DELISTED,,,,,,,,,,
AQU,ZAE000024360,AQUA,Aqua Online Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-03-29,,,
DAE,ZAE000009437,DAEWOO,Daewoo Electronics Sa Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-11-11,,,
DAG,0,DA-GAMA,Da Gama Textile Co Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-01-08,,,
AQP,,AQUARIUS,Aquarius Platinum Ltd,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
DAH,0,,Darling And Hodgson Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-01-03,,,
DAW,,DAWN,Distr And Warehousing,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,CURRENT,,,,,,,2015-06-01,,,
AQL,ZAE000013959,AQUILA,Aquila Growth Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,DELISTED,,,,,,,2006-04-05,,,
MTAP,,,Metair Inv Ltd 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-06-30,,,
